Port landed,Week beginning,Species name,Live Weight (KG),Landed Weight (KG),Value in pounds
Kirkwall,23/01/2005,Lobsters,16,16,284
Kirkwall,23/01/2005,Periwinkles,1745,1745,1873
Kirkwall,23/01/2005,Scallops,5780.9,5780.9,15689.69
Kirkwall,30/01/2005,Crabs (C.P.Mixed Sexes),217,217,204.25
Kirkwall,30/01/2005,Crabs - Velvet (Swim),2230.9,2230.9,4081.93
Kirkwall,30/01/2005,Green Crab,269.9,269.9,134.99
Kirkwall,30/01/2005,Lobsters,16.7,16.7,240.71
Kirkwall,30/01/2005,Periwinkles,114.5,114.5,148.85
Kirkwall,30/01/2005,Queen Scallops,195,195,234
Kirkwall,30/01/2005,Scallops,5043.8,5043.8,13618.8
Kirkwall,06/02/2005,Crabs (C.P.Mixed Sexes),8478,8478,7969.32
Kirkwall,06/02/2005,Crabs - Velvet (Swim),2975.8,2975.8,5525.71
Kirkwall,06/02/2005,Green Crab,3431,3431,1715.5
Kirkwall,06/02/2005,Lobsters,28.5,28.5,445.37
Kirkwall,06/02/2005,Periwinkles,571,571,742.3
Kirkwall,06/02/2005,Scallops,4566.7,4566.7,12375.36
Kirkwall,13/02/2005,Crabs (C.P.Mixed Sexes),3570,3570,3390.17
Kirkwall,13/02/2005,Crabs - Velvet (Swim),9818.9,9818.9,16280.87
Kirkwall,13/02/2005,Green Crab,444.1,444.1,221.99
Kirkwall,13/02/2005,Lobsters,103.8,103.8,1466.69
Kirkwall,13/02/2005,Periwinkles,1614,1614,2098.2
Kirkwall,13/02/2005,Scallops,9793.5,9793.5,26466.39
Kirkwall,13/02/2005,Whelks,7935,7935,3967.5
Kirkwall,20/02/2005,Crabs (C.P.Mixed Sexes),3204.1,3204.1,3179.92
Kirkwall,20/02/2005,Crabs - Velvet (Swim),8213.9,8213.9,13771.28
Kirkwall,20/02/2005,Green Crab,5455.1,5455.1,2727.5
Kirkwall,20/02/2005,Lobsters,178,178,2522.1
Kirkwall,20/02/2005,Queen Scallops,431,431,517.2
Kirkwall,20/02/2005,Scallops,6016.8,6016.8,16161.96
Kirkwall,27/02/2005,Cockles,54,54,54
Kirkwall,27/02/2005,Crabs (C.P.Mixed Sexes),175,175,167.7
Kirkwall,27/02/2005,Crabs - Velvet (Swim),2266,2266,4072.61
Kirkwall,27/02/2005,Green Crab,841.1,841.1,420.49
Kirkwall,27/02/2005,Lobsters,0.7,0.7,10.26
Kirkwall,27/02/2005,Nephrops (Norway Lobster),53,53,148.4
Kirkwall,27/02/2005,Periwinkles,2983,2983,3877.9
Kirkwall,27/02/2005,Scallops,3292,3292,8852.41
Kirkwall,06/03/2005,Crabs (C.P.Mixed Sexes),672,672,856.6
Kirkwall,06/03/2005,Crabs - Velvet (Swim),2517,2517,4149.68
Kirkwall,06/03/2005,Green Crab,2457.1,2457.1,1223.55
Kirkwall,06/03/2005,Lobsters,36.7,36.7,561.05
Kirkwall,06/03/2005,Nephrops (Norway Lobster),472.6,472.6,4509.98
Kirkwall,06/03/2005,Queen Scallops,672,672,806.4
Kirkwall,06/03/2005,Scallops,7589,7589,20490.3
Kirkwall,06/03/2005,Whelks,956,956,413
Kirkwall,13/03/2005,Crabs (C.P.Mixed Sexes),3134.1,3134.1,3765.89
Kirkwall,13/03/2005,Crabs - Velvet (Swim),7456.2,7456.2,11935.19
Kirkwall,13/03/2005,Green Crab,2126,2126,1063
Kirkwall,13/03/2005,Lobsters,127.4,127.4,1855.49
Kirkwall,13/03/2005,Queen Scallops,600,600,720
Kirkwall,13/03/2005,Scallops,9958,9958,26886.6
Kirkwall,13/03/2005,Whelks,19544,19544,9772
Kirkwall,20/03/2005,Crabs (C.P.Mixed Sexes),2565,2565,2622.62
Kirkwall,20/03/2005,Crabs - Velvet (Swim),9260,9260,14828.96
Kirkwall,20/03/2005,Green Crab,5310.1,5310.1,2655
Kirkwall,20/03/2005,Lobsters,160.3,160.3,2521.2
Kirkwall,20/03/2005,Razor Clam,48,48,120
Kirkwall,20/03/2005,Scallops,10505.2,10505.2,28333.09
Kirkwall,20/03/2005,Whelks,9900,9900,4950
Kirkwall,27/03/2005,Cockles,212,212,212
Kirkwall,27/03/2005,Crabs - Velvet (Swim),128.1,128.1,162.79
Kirkwall,27/03/2005,Green Crab,99,99,49.5
Kirkwall,27/03/2005,Lobsters,3,3,45.39
Kirkwall,27/03/2005,Periwinkles,833,833,833
Kirkwall,27/03/2005,Scallops,6701,6701,18071
Kirkwall,03/04/2005,Crabs (C.P.Mixed Sexes),845,845,810.3
Kirkwall,03/04/2005,Crabs - Velvet (Swim),1066,1066,1722.69
Kirkwall,03/04/2005,Green Crab,512,512,256
Kirkwall,03/04/2005,Lobsters,80.4,80.4,1208.08
Kirkwall,03/04/2005,Scallops,5612,5612,15152.4
Kirkwall,10/04/2005,Crabs (C.P.Mixed Sexes),3548,3548,3582.2
Kirkwall,10/04/2005,Crabs - Velvet (Swim),5443.9,5443.9,9000.16
Kirkwall,10/04/2005,Green Crab,3550,3550,1775
Kirkwall,10/04/2005,Lobsters,140.3,140.3,2108.88
Kirkwall,10/04/2005,Nephrops (Norway Lobster),23,23,64.4
Kirkwall,10/04/2005,Queen Scallops,406,406,487.2
Kirkwall,10/04/2005,Razor Clam,8,8,20
Kirkwall,10/04/2005,Scallops,8078,8078,21805.7
Kirkwall,10/04/2005,Whelks,13243,13243,6621.5
Kirkwall,17/04/2005,Crabs (C.P.Mixed Sexes),1342.1,1342.1,1313.53
Kirkwall,17/04/2005,Crabs - Velvet (Swim),5380.8,5380.8,8809.82
Kirkwall,17/04/2005,Green Crab,4683.9,4683.9,2342
Kirkwall,17/04/2005,Lobsters,107.6,107.6,1616.78
Kirkwall,17/04/2005,Scallops,2642.5,2642.5,7134.75
Kirkwall,17/04/2005,Whelks,27000,27000,13500
Kirkwall,24/04/2005,Crabs (C.P.Mixed Sexes),2765.2,2765.2,3019.78
Kirkwall,24/04/2005,Crabs - Velvet (Swim),2155.9,2155.9,3723.84
Kirkwall,24/04/2005,Green Crab,218,218,109
Kirkwall,24/04/2005,Lobsters,49,49,613.12
Kirkwall,24/04/2005,Queen Scallops,412,412,494.4
Kirkwall,24/04/2005,Scallops,2975,2975,8043.7
Kirkwall,01/05/2005,Crabs (C.P.Mixed Sexes),262,262,250.26
Kirkwall,01/05/2005,Crabs - Velvet (Swim),1340.2,1340.2,2109.6
Kirkwall,01/05/2005,Green Crab,637,637,318.5
Kirkwall,01/05/2005,Lobsters,12.7,12.7,120.11
Kirkwall,01/05/2005,Scallops,4319.2,4319.2,11670.4
Kirkwall,01/05/2005,Whelks,19500,19500,9750.01
Kirkwall,08/05/2005,Crabs (C.P.Mixed Sexes),1883,1883,1759.2
Kirkwall,08/05/2005,Crabs - Velvet (Swim),3630,3630,5663.7
Kirkwall,08/05/2005,Green Crab,2170.1,2170.1,1085
Kirkwall,08/05/2005,Lobsters,134.6,134.6,1417.51
Kirkwall,08/05/2005,Scallops,5645,5645,15241.5
Kirkwall,15/05/2005,Crabs (C.P.Mixed Sexes),7456,7456,7827.12
Kirkwall,15/05/2005,Crabs - Velvet (Swim),6730.1,6730.1,9983.24
Kirkwall,15/05/2005,Green Crab,6056,6056,3027.99
Kirkwall,15/05/2005,Lobsters,385.8,385.8,3481.63
Kirkwall,15/05/2005,Nephrops (Norway Lobster),271.9,271.9,1309.91
Kirkwall,15/05/2005,Periwinkles,980,980,986
Kirkwall,15/05/2005,Razor Clam,15.8,15.8,43.45
Kirkwall,15/05/2005,Scallops,2051,2051,5527.4
Kirkwall,15/05/2005,Whelks,46571,46571,23285.5
Kirkwall,22/05/2005,Crabs (C.P.Mixed Sexes),8242.1,8242.1,8331.89
Kirkwall,22/05/2005,Crabs - Velvet (Swim),4820,4820,7120.68
Kirkwall,22/05/2005,Green Crab,364,364,182
Kirkwall,22/05/2005,Lobsters,451.1,451.1,3962.5
Kirkwall,22/05/2005,Queen Scallops,10,10,12
Kirkwall,22/05/2005,Scallops,489,489,1303.2
Kirkwall,29/05/2005,Crabs (C.P.Mixed Sexes),4122,4122,4105.2
Kirkwall,29/05/2005,Crabs - Velvet (Swim),1244.1,1244.1,1834.28
Kirkwall,29/05/2005,Green Crab,215,215,107.5
Kirkwall,29/05/2005,Lobsters,272,272,2311.55
Kirkwall,29/05/2005,Scallops,1620.1,1620.1,4374.01
Kirkwall,05/06/2005,Crabs (C.P.Mixed Sexes),4514,4514,4538.55
Kirkwall,05/06/2005,Crabs - Velvet (Swim),2312.9,2312.9,3839.84
Kirkwall,05/06/2005,Green Crab,592,592,295.99
Kirkwall,05/06/2005,Lobsters,319.5,319.5,3010.96
Kirkwall,05/06/2005,Razor Clam,572,572,1430
Kirkwall,05/06/2005,Scallops,15009,15009,40524.31
Kirkwall,05/06/2005,Whelks,14500,14500,7685
Kirkwall,12/06/2005,Crabs (C.P.Mixed Sexes),9210.4,9210.4,8550.56
Kirkwall,12/06/2005,Crabs - Velvet (Swim),4959.2,4959.2,7231.91
Kirkwall,12/06/2005,Green Crab,2537,2537,1253.65
Kirkwall,12/06/2005,Lobsters,591.7,591.7,5115.64
Kirkwall,12/06/2005,Periwinkles,943,943,943
Kirkwall,12/06/2005,Razor Clam,27.3,27.3,75.08
Kirkwall,12/06/2005,Scallops,1674,1674,4519.8
Kirkwall,12/06/2005,Whelks,37054,37054,19028
Kirkwall,19/06/2005,Cockles,8,8,8
Kirkwall,19/06/2005,Crabs (C.P.Mixed Sexes),8881.1,8881.1,7849.22
Kirkwall,19/06/2005,Crabs - Velvet (Swim),4985.1,4985.1,6936.37
Kirkwall,19/06/2005,Green Crab,5051.9,5051.9,2526.01
Kirkwall,19/06/2005,Lobsters,272.8,272.8,2379.62
Kirkwall,19/06/2005,Nephrops (Norway Lobster),218.8,218.8,612.64
Kirkwall,19/06/2005,Periwinkles,859,859,859
Kirkwall,19/06/2005,Queen Scallops,200,200,240
Kirkwall,19/06/2005,Razor Clam,1468.3,1468.3,3695.21
Kirkwall,19/06/2005,Scallops,4791.1,4791.1,12892.59
Kirkwall,26/06/2005,Cockles,25,25,25
Kirkwall,26/06/2005,Crabs (C.P.Mixed Sexes),6033.9,6033.9,5535.02
Kirkwall,26/06/2005,Crabs - Velvet (Swim),3033.1,3033.1,4408.27
Kirkwall,26/06/2005,Green Crab,237.1,237.1,138.27
Kirkwall,26/06/2005,Lobsters,70.9,70.9,655.91
Kirkwall,26/06/2005,Periwinkles,1759,1759,1805
Kirkwall,26/06/2005,Queen Scallops,35,35,42
Kirkwall,26/06/2005,Razor Clam,418.9,418.9,1085.95
Kirkwall,26/06/2005,Scallops,2942.9,2942.9,7946.1
Kirkwall,03/07/2005,Crabs (C.P.Mixed Sexes),10851,10851,9726.31
Kirkwall,03/07/2005,Crabs - Velvet (Swim),893.1,893.1,1310.09
Kirkwall,03/07/2005,Green Crab,20,20,10
Kirkwall,03/07/2005,Lobsters,130,130,1132.68
Kirkwall,03/07/2005,Razor Clam,380,380,950
Kirkwall,03/07/2005,Scallops,4054,4054,10945.8
Kirkwall,03/07/2005,Whelks,9560.1,9560.1,5066.8
Kirkwall,10/07/2005,Crabs (C.P.Mixed Sexes),13289.8,13289.8,10900.43
Kirkwall,10/07/2005,Crabs - Velvet (Swim),6822.9,6822.9,9225.68
Kirkwall,10/07/2005,Crawfish,17,17,340
Kirkwall,10/07/2005,Green Crab,2932,2932,1466
Kirkwall,10/07/2005,Lobsters,620.9,620.9,5298.26
Kirkwall,10/07/2005,Razor Clam,1382,1382,3455
Kirkwall,10/07/2005,Scallops,8020,8020,21654
Kirkwall,10/07/2005,Whelks,800,800,400
Kirkwall,17/07/2005,Crabs (C.P.Mixed Sexes),12877.9,12877.9,10791
Kirkwall,17/07/2005,Crabs - Velvet (Swim),6326,6326,8212.62
Kirkwall,17/07/2005,Green Crab,3304,3304,1652
Kirkwall,17/07/2005,Lobsters,689.7,689.7,5862.92
Kirkwall,17/07/2005,Whelks,7472,7472,3736
Kirkwall,24/07/2005,Crabs (C.P.Mixed Sexes),10641,10641,9151.61
Kirkwall,24/07/2005,Crabs - Velvet (Swim),1755.6,1755.6,2317.38
Kirkwall,24/07/2005,Crawfish,58,58,1160
Kirkwall,24/07/2005,Green Crab,3330,3330,1665
Kirkwall,24/07/2005,Lobsters,134.7,134.7,1188.29
Kirkwall,24/07/2005,Nephrops (Norway Lobster),336.2,336.2,941.36
Kirkwall,24/07/2005,Queen Scallops,816,816,979.2
Kirkwall,24/07/2005,Razor Clam,2335,2335,5837.5
Kirkwall,24/07/2005,Scallops,1678,1678,4530.6
Kirkwall,31/07/2005,Crabs (C.P.Mixed Sexes),169.8,169.8,142.8
Kirkwall,31/07/2005,Crabs - Velvet (Swim),1575.1,1575.1,1995.6
Kirkwall,31/07/2005,Green Crab,285,285,142.5
Kirkwall,31/07/2005,Lobsters,118,118,1004.73
Kirkwall,31/07/2005,Scallops,3401,3401,9182.7
Kirkwall,31/07/2005,Whelks,93,93,46.5
Kirkwall,07/08/2005,Crabs (C.P.Mixed Sexes),15730.2,15730.2,13500.24
Kirkwall,07/08/2005,Crabs - Velvet (Swim),2321.1,2321.1,2884.63
Kirkwall,07/08/2005,Green Crab,4250,4250,2125
Kirkwall,07/08/2005,Lobsters,433.2,433.2,3828.12
Kirkwall,07/08/2005,Razor Clam,431,431,1077.5
Kirkwall,07/08/2005,Scallops,1947,1947,5256.9
Kirkwall,14/08/2005,Cockles,320,320,320
Kirkwall,14/08/2005,Crabs (C.P.Mixed Sexes),16406.9,16406.9,14244.77
Kirkwall,14/08/2005,Crabs - Velvet (Swim),8376.5,8376.5,10057.1
Kirkwall,14/08/2005,Crawfish,53,53,1060
Kirkwall,14/08/2005,Green Crab,4415,4415,2207.5
Kirkwall,14/08/2005,Lobsters,1328.1,1328.1,11922.78
Kirkwall,14/08/2005,Nephrops (Norway Lobster),452.1,452.1,1265.88
Kirkwall,14/08/2005,Periwinkles,497,497,497
Kirkwall,14/08/2005,Queen Scallops,278,278,333.6
Kirkwall,14/08/2005,Razor Clam,1190,1190,2975
Kirkwall,14/08/2005,Scallops,5629,5629,15198.3
Kirkwall,14/08/2005,Whelks,21526,21526,10763
Kirkwall,21/08/2005,Cockles,232,232,232
Kirkwall,21/08/2005,Crabs (C.P.Mixed Sexes),13266.1,13266.1,12084.24
Kirkwall,21/08/2005,Crabs - Velvet (Swim),9109.9,9109.9,9889
Kirkwall,21/08/2005,Green Crab,7778,7778,3889
Kirkwall,21/08/2005,Lobsters,1838.4,1838.4,16537.76
Kirkwall,21/08/2005,Periwinkles,735,735,735
Kirkwall,21/08/2005,Razor Clam,89,89,244.75
Kirkwall,21/08/2005,Scallops,3408,3408,9201.6
Kirkwall,28/08/2005,Crabs (C.P.Mixed Sexes),11102.1,11102.1,10314.3
Kirkwall,28/08/2005,Crabs - Velvet (Swim),2229,2229,2797.83
Kirkwall,28/08/2005,Green Crab,10,10,5
Kirkwall,28/08/2005,Lobsters,1146.4,1146.4,10228.96
Kirkwall,04/09/2005,Crabs (C.P.Mixed Sexes),11162.9,11162.9,10143.12
Kirkwall,04/09/2005,Crabs - Velvet (Swim),2045.1,2045.1,1732.8
Kirkwall,04/09/2005,Green Crab,63.9,63.9,32.9
Kirkwall,04/09/2005,Lobsters,994.2,994.2,8928.97
Kirkwall,04/09/2005,Razor Clam,625,625,1812.65
Kirkwall,04/09/2005,Scallops,10095,10095,14028.74
Kirkwall,11/09/2005,Crabs (C.P.Mixed Sexes),13043.1,13043.1,11888.47
Kirkwall,11/09/2005,Crabs - Velvet (Swim),16157.6,16157.6,13690.69
Kirkwall,11/09/2005,Green Crab,4432,4432,2277.78
Kirkwall,11/09/2005,Lobsters,1361.2,1361.2,12416.45
Kirkwall,11/09/2005,Nephrops (Norway Lobster),19.5,19.5,69.16
Kirkwall,11/09/2005,Queen Scallops,35,35,16.95
Kirkwall,11/09/2005,Scallops,5613,5613,7800.22
Kirkwall,18/09/2005,Crabs (C.P.Mixed Sexes),8580.9,8580.9,7821.46
Kirkwall,18/09/2005,Crabs - Velvet (Swim),16309,16309,13818.97
Kirkwall,18/09/2005,Green Crab,9273,9273,4765.76
Kirkwall,18/09/2005,Lobsters,1192,1192,10872.28
Kirkwall,25/09/2005,Crabs (C.P.Mixed Sexes),4341,4341,3998.13
Kirkwall,25/09/2005,Crabs - Velvet (Swim),1604.1,1604.1,2324.75
Kirkwall,25/09/2005,Crawfish,38,38,867.73
Kirkwall,25/09/2005,Green Crab,95,95,51.89
Kirkwall,25/09/2005,Lobsters,760.5,760.5,6936.54
Kirkwall,25/09/2005,Queen Scallops,436,436,211.19
Kirkwall,25/09/2005,Razor Clam,859,859,2491.31
Kirkwall,25/09/2005,Scallops,1010,1010,1403.57
Kirkwall,02/10/2005,Cockles,125,125,149.07
Kirkwall,02/10/2005,Crabs (C.P.Mixed Sexes),7700.8,7700.8,8893.48
Kirkwall,02/10/2005,Crabs - Velvet (Swim),1949.8,1949.8,3535.29
Kirkwall,02/10/2005,Green Crab,593,593,330.71
Kirkwall,02/10/2005,Lobsters,579.3,579.3,8364.94
Kirkwall,02/10/2005,Periwinkles,189,189,313.48
Kirkwall,02/10/2005,Scallops,4427,4427,7825.56
Kirkwall,09/10/2005,Crabs (C.P.Mixed Sexes),15287,15287,17654.16
Kirkwall,09/10/2005,Crabs - Velvet (Swim),7104.9,7104.9,12881.2
Kirkwall,09/10/2005,Green Crab,2142,2142,1194.49
Kirkwall,09/10/2005,Lobsters,975.1,975.1,14080.2
Kirkwall,09/10/2005,Razor Clam,372,372,1098.07
Kirkwall,09/10/2005,Scallops,9310,9310,16457.19
Kirkwall,09/10/2005,Whelks,1971,1971,1147.42
Kirkwall,16/10/2005,Cockles,135,135,161
Kirkwall,16/10/2005,Crabs (C.P.Mixed Sexes),12989,12989,15000.32
Kirkwall,16/10/2005,Crabs - Velvet (Swim),5999.7,5999.7,10877.08
Kirkwall,16/10/2005,Green Crab,2252,2252,1255.85
Kirkwall,16/10/2005,Lobsters,761.9,761.9,11003.1
Kirkwall,16/10/2005,Periwinkles,242,242,401.38
Kirkwall,16/10/2005,Queen Scallops,336,336,163.57
Kirkwall,16/10/2005,Scallops,2376,2376,4200.03
Kirkwall,16/10/2005,Whelks,241,241,140.3
Kirkwall,23/10/2005,Crabs (C.P.Mixed Sexes),5858.8,5858.8,6766.28
Kirkwall,23/10/2005,Crabs - Velvet (Swim),8452.2,8452.2,15323.28
Kirkwall,23/10/2005,Green Crab,5874,5874,3275.67
Kirkwall,23/10/2005,Lobsters,400.1,400.1,5775.9
Kirkwall,30/10/2005,Crabs (C.P.Mixed Sexes),9919,9919,11454.94
Kirkwall,30/10/2005,Crabs - Velvet (Swim),2299.1,2299.1,4168.04
Kirkwall,30/10/2005,Green Crab,470,470,262.13
Kirkwall,30/10/2005,Lobsters,505.2,505.2,7294.96
Kirkwall,30/10/2005,Scallops,2041,2041,3607.86
Kirkwall,06/11/2005,Crabs (C.P.Mixed Sexes),13810,13810,15948.46
Kirkwall,06/11/2005,Crabs - Velvet (Swim),3520.9,3520.9,6383.49
Kirkwall,06/11/2005,Green Crab,2213,2213,1234.11
Kirkwall,06/11/2005,Lobsters,446.1,446.1,6440.14
Kirkwall,06/11/2005,Queen Scallops,106,106,51.6
Kirkwall,06/11/2005,Razor Clam,255,255,752.71
Kirkwall,06/11/2005,Scallops,7696,7696,13604.14
Kirkwall,13/11/2005,Crabs (C.P.Mixed Sexes),7741.9,7741.9,8940.84
Kirkwall,13/11/2005,Crabs - Velvet (Swim),15013.5,15013.5,27219.39
Kirkwall,13/11/2005,Green Crab,1912,1912,1066.25
Kirkwall,13/11/2005,Lobsters,306.9,306.9,4430.14
Kirkwall,13/11/2005,Scallops,1344,1344,2375.78
Kirkwall,13/11/2005,Whelks,350,350,203.75
Kirkwall,20/11/2005,Crabs (C.P.Mixed Sexes),16712,16712,19299.82
Kirkwall,20/11/2005,Crabs - Velvet (Swim),11150.6,11150.6,20215.59
Kirkwall,20/11/2005,Green Crab,8297,8297,4626.87
Kirkwall,20/11/2005,Lobsters,698.4,698.4,10084.72
Kirkwall,20/11/2005,Queen Scallops,467,467,227.35
Kirkwall,20/11/2005,Scallops,1678,1678,2966.18
Kirkwall,20/11/2005,Whelks,344,344,200.27
Kirkwall,27/11/2005,Crabs (C.P.Mixed Sexes),6610.1,6610.1,7633.58
Kirkwall,27/11/2005,Crabs - Velvet (Swim),1625,1625,2946.07
Kirkwall,27/11/2005,Lobsters,267.1,267.1,3855.41
Kirkwall,27/11/2005,Scallops,1194,1194,2110.62
Kirkwall,04/12/2005,Crabs (C.P.Mixed Sexes),7928,7928,9155.63
Kirkwall,04/12/2005,Crabs - Velvet (Swim),2894.9,2894.9,5248.57
Kirkwall,04/12/2005,Green Crab,663,663,369.72
Kirkwall,04/12/2005,Lobsters,324.5,324.5,4685.7
Kirkwall,04/12/2005,Scallops,5541,5541,9794.77
Kirkwall,11/12/2005,Crabs (C.P.Mixed Sexes),14634.9,14634.9,16901.17
Kirkwall,11/12/2005,Crabs - Velvet (Swim),8811.8,8811.8,15975.39
Kirkwall,11/12/2005,Green Crab,1449.5,1449.5,808.32
Kirkwall,11/12/2005,Lobsters,333.4,333.4,4814.24
Kirkwall,11/12/2005,Scallops,1123,1123,1985.12
Kirkwall,18/12/2005,Crabs (C.P.Mixed Sexes),9042,9042,10442.14
Kirkwall,18/12/2005,Crabs - Velvet (Swim),18642,18642,33797.47
Kirkwall,18/12/2005,Green Crab,7015.6,7015.6,3912.23
Kirkwall,18/12/2005,Lobsters,255.6,255.6,3690.79
Kirkwall,18/12/2005,Nephrops (Norway Lobster),156.2,156.2,585.13
Kirkwall,18/12/2005,Periwinkles,126,126,208.98
Kirkwall,25/12/2005,Crabs (C.P.Mixed Sexes),6925,6925,7997.33
Kirkwall,25/12/2005,Crabs - Velvet (Swim),5248,5248,9514.51
Kirkwall,25/12/2005,Lobsters,128.5,128.5,1855.51
Kirkwall,25/12/2005,Periwinkles,477,477,791.15
Kirkwall,25/12/2005,Queen Scallops,832,832,405.04
Kirkwall,25/12/2005,Scallops,1327,1327,2345.72
Kirkwall,01/01/2006,Crabs (C.P.Mixed Sexes),685,685,786.97
Kirkwall,01/01/2006,Crabs - Velvet (Swim),2049,2049,3871.54
Kirkwall,01/01/2006,Green Crab,1315,1315,747.27
Kirkwall,01/01/2006,Lobsters,25,25,394.33
Kirkwall,01/01/2006,Scallops,2099,2099,3078.43
Kirkwall,08/01/2006,Crabs (C.P.Mixed Sexes),1180,1180,1305.89
Kirkwall,08/01/2006,Crabs - Velvet (Swim),4199,4199,7718.87
Kirkwall,08/01/2006,Green Crab,1106,1106,627.26
Kirkwall,08/01/2006,Lobsters,20,20,311.21
Kirkwall,08/01/2006,Queen Scallops,200,200,90.1
Kirkwall,08/01/2006,Scallops,2081,2081,3052.03
Kirkwall,15/01/2006,Crabs (C.P.Mixed Sexes),3419,3419,3865.74
Kirkwall,15/01/2006,Crabs - Velvet (Swim),8650.2,8650.2,16659.57
Kirkwall,15/01/2006,Green Crab,1884.9,1884.9,1068.02
Kirkwall,15/01/2006,Lobsters,64.9,64.9,1036.01
Kirkwall,15/01/2006,Nephrops (Norway Lobster),33,33,129.01
Kirkwall,15/01/2006,Scallops,1815,1815,2661.9
Kirkwall,22/01/2006,Crabs (C.P.Mixed Sexes),1557,1557,1739.06
Kirkwall,22/01/2006,Crabs - Velvet (Swim),10417.8,10417.8,18598.35
Kirkwall,22/01/2006,Green Crab,4504,4504,2559.35
Kirkwall,22/01/2006,Lobsters,53,53,826.73
Kirkwall,22/01/2006,Scallops,1175,1175,2363.97
Kirkwall,29/01/2006,Crabs (C.P.Mixed Sexes),9745,9745,9551.48
Kirkwall,29/01/2006,Crabs - Velvet (Swim),8878.9,8878.9,13721.17
Kirkwall,29/01/2006,Green Crab,2752.1,2752.1,1561.35
Kirkwall,29/01/2006,Lobsters,220.2,220.2,3140.51
Kirkwall,29/01/2006,Scallops,2876,2876,4217.96
Kirkwall,05/02/2006,Crabs (C.P.Mixed Sexes),9398,9398,9456.57
Kirkwall,05/02/2006,Crabs - Velvet (Swim),5206,5206,8154.25
Kirkwall,05/02/2006,Green Crab,1209,1209,687.02
Kirkwall,05/02/2006,Lobsters,207.3,207.3,3079.86
Kirkwall,05/02/2006,Periwinkles,865,865,1076.89
Kirkwall,05/02/2006,Razor Clam,4,4,11.42
Kirkwall,05/02/2006,Scallops,1826,1826,3094.43
Kirkwall,12/02/2006,Crabs (C.P.Mixed Sexes),5608.2,5608.2,6952.1
Kirkwall,12/02/2006,Crabs - Velvet (Swim),6687.1,6687.1,11975.3
Kirkwall,12/02/2006,Green Crab,4176.9,4176.9,2369.26
Kirkwall,12/02/2006,Lobsters,232.4,232.4,3441.62
Kirkwall,12/02/2006,Periwinkles,253,253,314.98
Kirkwall,12/02/2006,Scallops,2788,2788,4581.69
Kirkwall,12/02/2006,Whelks,2130,2130,1171.5
Kirkwall,19/02/2006,Crabs (C.P.Mixed Sexes),6461.9,6461.9,8614.55
Kirkwall,19/02/2006,Crabs - Velvet (Swim),6730,6730,12397.35
Kirkwall,19/02/2006,Green Crab,3800.9,3800.9,2158.01
Kirkwall,19/02/2006,Lobsters,310.6,310.6,5000.4
Kirkwall,19/02/2006,Periwinkles,204,204,253.97
Kirkwall,19/02/2006,Queen Scallops,291,291,131.1
Kirkwall,19/02/2006,Scallops,4168,4168,6791.58
Kirkwall,19/02/2006,Whelks,3240,3240,1782
Kirkwall,26/02/2006,Crabs (C.P.Mixed Sexes),6110,6110,7742.9
Kirkwall,26/02/2006,Crabs - Velvet (Swim),2525.8,2525.8,4905.91
Kirkwall,26/02/2006,Crawfish,22,22,490.51
Kirkwall,26/02/2006,Green Crab,396,396,223.18
Kirkwall,26/02/2006,Lobsters,363.6,363.6,5772.64
Kirkwall,26/02/2006,Periwinkles,349,349,434.49
Kirkwall,26/02/2006,Queen Scallops,98,98,44.15
Kirkwall,26/02/2006,Scallops,1908,1908,2798.28
Kirkwall,05/03/2006,Crabs (C.P.Mixed Sexes),1545.1,1545.1,1880.42
Kirkwall,05/03/2006,Crabs - Velvet (Swim),5807,5807,11504.06
Kirkwall,05/03/2006,Green Crab,2366,2366,1315.37
Kirkwall,05/03/2006,Lobsters,54.3,54.3,855.25
Kirkwall,05/03/2006,Periwinkles,1146,1146,1426.73
Kirkwall,05/03/2006,Queen Scallops,300,300,135.15
Kirkwall,05/03/2006,Scallops,2329,2329,4343.77
Kirkwall,05/03/2006,Whelks,7700,7700,4212.83
Kirkwall,12/03/2006,Crabs (C.P.Mixed Sexes),6450.1,6450.1,11470.35
Kirkwall,12/03/2006,Crabs - Velvet (Swim),2083.1,2083.1,3585.93
Kirkwall,12/03/2006,Green Crab,1190,1190,676.22
Kirkwall,12/03/2006,Lobsters,300.8,300.8,4778.35
Kirkwall,12/03/2006,Periwinkles,166,166,206.66
Kirkwall,12/03/2006,Whelks,5150.1,5150.1,2729.5
Kirkwall,19/03/2006,Crabs (C.P.Mixed Sexes),5957,5957,10763.64
Kirkwall,19/03/2006,Crabs - Velvet (Swim),3799.1,3799.1,7608.51
Kirkwall,19/03/2006,Green Crab,1546.9,1546.9,878.48
Kirkwall,19/03/2006,Lobsters,312.5,312.5,5002.74
Kirkwall,19/03/2006,Periwinkles,862,862,1073.16
Kirkwall,19/03/2006,Scallops,3675,3675,7583.89
Kirkwall,19/03/2006,Whelks,18415,18415,9899.68
Kirkwall,26/03/2006,Crabs (C.P.Mixed Sexes),1192,1192,1552.66
Kirkwall,26/03/2006,Crabs - Velvet (Swim),2602.9,2602.9,5069.28
Kirkwall,26/03/2006,Green Crab,1668,1668,945.07
Kirkwall,26/03/2006,Lobsters,66.3,66.3,1036.25
